Order Date,Product,Category,Region,Customer Name,Quantity,Sales
2024-08-14 00:31:44.609218,Monitor Arm,Furniture,Central,Customer 6895,1,15.35
2024-08-14 18:05:03.006012,Wireless Mouse,Accessories,West,Customer 4192,1,153.17
2024-08-15 11:38:21.402805,Desk Lamp,Furniture,Central,Customer 4568,5,234.24
2024-08-16 05:11:39.799599,Noise Cancelling Headphones,Electronics,West,Customer 2274,4,442.74
2024-08-16 22:44:58.196392,Laptop Stand,Furniture,Central,Customer 1281,2,27.24
2024-08-17 16:18:16.593186,Desk Lamp,Furniture,Central,Customer 6178,3,260.07
2024-08-18 09:51:34.989979,Wireless Mouse,Accessories,West,Customer 5585,3,264.46
2024-08-19 03:24:53.386773,Laptop Stand,Furniture,South,Customer 8473,3,114.94
2024-08-19 20:58:11.783567,Desk Lamp,Furniture,West,Customer 7294,3,67.95
2024-08-20 14:31:30.180360,Webcam HD,Electronics,South,Customer 1891,4,620.81
2024-08-21 08:04:48.577154,Laptop Stand,Furniture,Central,Customer 8519,5,71.02
2024-08-22 01:38:06.973947,Desk Lamp,Furniture,South,Customer 7089,2,27.11
2024-08-22 19:11:25.370741,Laptop Stand,Furniture,North,Customer 1986,1,27.15
2024-08-23 12:44:43.767535,Monitor Arm,Furniture,North,Customer 4124,4,62.0
2024-08-24 06:18:02.164328,Wireless Mouse,Accessories,West,Customer 5033,2,197.98
2024-08-24 23:51:20.561122,Monitor Arm,Furniture,North,Customer 6208,1,16.11
2024-08-25 17:24:38.957915,Wireless Mouse,Accessories,North,Customer 8114,5,322.71
2024-08-26 10:57:57.354709,Webcam HD,Electronics,East,Customer 4553,4,378.88
2024-08-27 04:31:15.751503,Wireless Mouse,Accessories,East,Customer 4712,3,166.33
2024-08-27 22:04:34.148296,Monitor Arm,Furniture,North,Customer 5806,1,60.76
2024-08-28 15:37:52.545090,USB-C Hub,Accessories,North,Customer 2440,4,227.4
2024-08-29 09:11:10.941883,Wireless Mouse,Accessories,South,Customer 8010,3,126.05
2024-08-30 02:44:29.338677,Monitor Arm,Furniture,North,Customer 7228,2,53.63
2024-08-30 20:17:47.735470,Noise Cancelling Headphones,Electronics,West,Customer 2177,2,165.92
2024-08-31 13:51:06.132264,Webcam HD,Electronics,Central,Customer 9234,2,315.89
2024-09-01 07:24:24.529058,Monitor Arm,Furniture,East,Customer 7570,2,81.33
2024-09-02 00:57:42.925851,Desk Lamp,Furniture,Central,Customer 6243,3,392.74
2024-09-02 18:31:01.322645,Mechanical Keyboard,Accessories,West,Customer 1140,3,101.88
2024-09-03 12:04:19.719438,Laptop Stand,Furniture,Central,Customer 4610,5,244.33
2024-09-04 05:37:38.116232,Mechanical Keyboard,Accessories,South,Customer 6539,3,469.59
2024-09-04 23:10:56.513026,Laptop Stand,Furniture,West,Customer 3137,1,55.46
2024-09-05 16:44:14.909819,USB-C Hub,Accessories,Central,Customer 4654,4,95.91
2024-09-06 10:17:33.306613,Wireless Mouse,Accessories,South,Customer 6047,2,131.11
2024-09-07 03:50:51.703406,Mechanical Keyboard,Accessories,Central,Customer 7284,1,45.91
2024-09-07 21:24:10.100200,Monitor Arm,Furniture,West,Customer 4097,5,424.08
2024-09-08 14:57:28.496993,Laptop Stand,Furniture,Central,Customer 7295,2,29.12
2024-09-09 08:30:46.893787,Laptop Stand,Furniture,West,Customer 7807,3,191.61
2024-09-10 02:04:05.290581,Mechanical Keyboard,Accessories,South,Customer 6010,2,30.74
2024-09-10 19:37:23.687374,Wireless Mouse,Accessories,North,Customer 1482,2,128.86
2024-09-11 13:10:42.084168,Wireless Mouse,Accessories,Central,Customer 1987,5,70.59
2024-09-12 06:44:00.480961,USB-C Hub,Accessories,Central,Customer 7652,2,27.35
2024-09-13 00:17:18.877755,Wireless Mouse,Accessories,East,Customer 5358,2,311.71
2024-09-13 17:50:37.274549,USB-C Hub,Accessories,Central,Customer 7602,2,197.69
2024-09-14 11:23:55.671342,Mechanical Keyboard,Accessories,South,Customer 2125,3,137.12
2024-09-15 04:57:14.068136,Desk Lamp,Furniture,West,Customer 8843,5,422.27
2024-09-15 22:30:32.464929,Noise Cancelling Headphones,Electronics,North,Customer 1707,1,34.6
2024-09-16 16:03:50.861723,Mechanical Keyboard,Accessories,Central,Customer 3475,2,85.21
2024-09-17 09:37:09.258517,Webcam HD,Electronics,West,Customer 3428,2,69.4
2024-09-18 03:10:27.655310,Monitor Arm,Furniture,West,Customer 3817,2,233.42
2024-09-18 20:43:46.052104,USB-C Hub,Accessories,West,Customer 1661,2,242.99
2024-09-19 14:17:04.448897,Mechanical Keyboard,Accessories,Central,Customer 4374,5,282.06
2024-09-20 07:50:22.845691,Noise Cancelling Headphones,Electronics,North,Customer 4083,2,174.51
2024-09-21 01:23:41.242484,Mechanical Keyboard,Accessories,Central,Customer 8446,4,137.18
2024-09-21 18:56:59.639278,Noise Cancelling Headphones,Electronics,West,Customer 3368,5,240.39
2024-09-22 12:30:18.036072,Webcam HD,Electronics,South,Customer 5895,4,333.2
2024-09-23 06:03:36.432865,Noise Cancelling Headphones,Electronics,West,Customer 3785,4,328.54
2024-09-23 23:36:54.829659,Mechanical Keyboard,Accessories,South,Customer 3408,1,110.1
2024-09-24 17:10:13.226452,USB-C Hub,Accessories,North,Customer 6962,1,15.98
2024-09-25 10:43:31.623246,Monitor Arm,Furniture,South,Customer 5406,2,83.91
2024-09-26 04:16:50.020040,Monitor Arm,Furniture,West,Customer 9435,3,339.01
2024-09-26 21:50:08.416833,Desk Lamp,Furniture,South,Customer 6548,1,24.4
2024-09-27 15:23:26.813627,Noise Cancelling Headphones,Electronics,East,Customer 8693,2,164.91
2024-09-28 08:56:45.210420,Webcam HD,Electronics,East,Customer 5225,3,70.85
2024-09-29 02:30:03.607214,Monitor Arm,Furniture,South,Customer 6656,4,101.5
2024-09-29 20:03:22.004008,Webcam HD,Electronics,North,Customer 5917,1,47.96
2024-09-30 13:36:40.400801,Mechanical Keyboard,Accessories,North,Customer 8045,3,97.57
2024-10-01 07:09:58.797595,Webcam HD,Electronics,Central,Customer 8137,2,300.37
2024-10-02 00:43:17.194388,Desk Lamp,Furniture,West,Customer 8179,4,262.36
2024-10-02 18:16:35.591182,Noise Cancelling Headphones,Electronics,West,Customer 6777,4,229.33
2024-10-03 11:49:53.987975,Desk Lamp,Furniture,South,Customer 6179,5,170.27
2024-10-04 05:23:12.384769,Desk Lamp,Furniture,East,Customer 7488,3,164.09
2024-10-04 22:56:30.781563,USB-C Hub,Accessories,North,Customer 6078,2,113.74
2024-10-05 16:29:49.178356,USB-C Hub,Accessories,West,Customer 7406,5,77.88
2024-10-06 10:03:07.575150,Mechanical Keyboard,Accessories,West,Customer 2638,1,42.56
2024-10-07 03:36:25.971943,Webcam HD,Electronics,Central,Customer 1419,4,180.97
2024-10-07 21:09:44.368737,Desk Lamp,Furniture,Central,Customer 8870,2,237.59
2024-10-08 14:43:02.765531,Webcam HD,Electronics,East,Customer 2549,3,336.74
2024-10-09 08:16:21.162324,Webcam HD,Electronics,South,Customer 8898,5,442.67
2024-10-10 01:49:39.559118,Monitor Arm,Furniture,South,Customer 7007,5,125.88
2024-10-10 19:22:57.955911,Wireless Mouse,Accessories,South,Customer 9433,5,307.76
2024-10-11 12:56:16.352705,Webcam HD,Electronics,Central,Customer 1671,2,119.71
2024-10-12 06:29:34.749498,USB-C Hub,Accessories,East,Customer 5798,1,44.99
2024-10-13 00:02:53.146292,Noise Cancelling Headphones,Electronics,West,Customer 9737,5,120.62
2024-10-13 17:36:11.543086,Mechanical Keyboard,Accessories,East,Customer 4493,2,293.54
2024-10-14 11:09:29.939879,Laptop Stand,Furniture,North,Customer 1016,5,77.38
2024-10-15 04:42:48.336673,Wireless Mouse,Accessories,West,Customer 4631,1,23.77
2024-10-15 22:16:06.733466,Laptop Stand,Furniture,West,Customer 3279,2,49.61
2024-10-16 15:49:25.130260,USB-C Hub,Accessories,East,Customer 7869,2,308.2
2024-10-17 09:22:43.527054,Desk Lamp,Furniture,Central,Customer 8083,1,45.11
2024-10-18 02:56:01.923847,Webcam HD,Electronics,North,Customer 4456,5,685.81
2024-10-18 20:29:20.320641,Noise Cancelling Headphones,Electronics,North,Customer 2668,3,450.77
2024-10-19 14:02:38.717434,Noise Cancelling Headphones,Electronics,West,Customer 5531,2,253.18
2024-10-20 07:35:57.114228,Desk Lamp,Furniture,East,Customer 9964,3,139.33
2024-10-21 01:09:15.511022,Noise Cancelling Headphones,Electronics,West,Customer 8504,2,172.64
2024-10-21 18:42:33.907815,Noise Cancelling Headphones,Electronics,South,Customer 2827,1,15.35
2024-10-22 12:15:52.304609,Monitor Arm,Furniture,North,Customer 9569,1,14.93
2024-10-23 05:49:10.701402,Desk Lamp,Furniture,Central,Customer 4747,2,47.93
2024-10-23 23:22:29.098196,Noise Cancelling Headphones,Electronics,Central,Customer 7303,2,188.93
2024-10-24 16:55:47.494989,Noise Cancelling Headphones,Electronics,East,Customer 1521,4,96.77
2024-10-25 10:29:05.891783,Noise Cancelling Headphones,Electronics,North,Customer 6784,2,234.05
2024-10-26 04:02:24.288577,Monitor Arm,Furniture,North,Customer 3461,4,108.57
2024-10-26 21:35:42.685370,Mechanical Keyboard,Accessories,North,Customer 8031,3,296.59
2024-10-27 15:09:01.082164,Laptop Stand,Furniture,North,Customer 8697,1,46.22
2024-10-28 08:42:19.478957,Monitor Arm,Furniture,West,Customer 9789,5,472.79
2024-10-29 02:15:37.875751,Wireless Mouse,Accessories,Central,Customer 4537,4,221.18
2024-10-29 19:48:56.272545,Webcam HD,Electronics,South,Customer 5082,4,130.22
2024-10-30 13:22:14.669338,Mechanical Keyboard,Accessories,East,Customer 2724,5,471.91
2024-10-31 06:55:33.066132,USB-C Hub,Accessories,Central,Customer 6926,3,365.56
2024-11-01 00:28:51.462925,Wireless Mouse,Accessories,South,Customer 8353,5,541.12
2024-11-01 18:02:09.859719,Wireless Mouse,Accessories,East,Customer 1448,4,229.34
2024-11-02 11:35:28.256513,USB-C Hub,Accessories,East,Customer 3520,2,50.55
2024-11-03 05:08:46.653306,Noise Cancelling Headphones,Electronics,South,Customer 3159,3,110.96
2024-11-03 22:42:05.050100,Mechanical Keyboard,Accessories,South,Customer 3649,4,384.48
2024-11-04 16:15:23.446893,Mechanical Keyboard,Accessories,North,Customer 4489,1,94.66
2024-11-05 09:48:41.843687,Mechanical Keyboard,Accessories,East,Customer 8902,3,432.5
2024-11-06 03:22:00.240480,Noise Cancelling Headphones,Electronics,South,Customer 3179,3,175.87
2024-11-06 20:55:18.637274,Mechanical Keyboard,Accessories,East,Customer 8321,4,97.83
2024-11-07 14:28:37.034068,Webcam HD,Electronics,West,Customer 2080,5,122.19
2024-11-08 08:01:55.430861,Wireless Mouse,Accessories,East,Customer 5431,4,226.82
2024-11-09 01:35:13.827655,Mechanical Keyboard,Accessories,South,Customer 1593,4,612.26
2024-11-09 19:08:32.224448,Mechanical Keyboard,Accessories,North,Customer 4390,4,128.16
2024-11-10 12:41:50.621242,Monitor Arm,Furniture,South,Customer 6093,5,211.94
2024-11-11 06:15:09.018036,Mechanical Keyboard,Accessories,Central,Customer 6469,3,434.54
2024-11-11 23:48:27.414829,Desk Lamp,Furniture,West,Customer 2136,1,25.49
2024-11-12 17:21:45.811623,USB-C Hub,Accessories,West,Customer 6237,3,46.28
2024-11-13 10:55:04.208416,Wireless Mouse,Accessories,East,Customer 9590,4,176.76
2024-11-14 04:28:22.605210,Monitor Arm,Furniture,North,Customer 4471,4,131.68
2024-11-14 22:01:41.002004,Mechanical Keyboard,Accessories,South,Customer 6068,5,130.01
2024-11-15 15:34:59.398797,Monitor Arm,Furniture,North,Customer 9186,5,431.89
2024-11-16 09:08:17.795591,Webcam HD,Electronics,East,Customer 6017,3,80.59
2024-11-17 02:41:36.192384,Webcam HD,Electronics,North,Customer 9895,5,224.23
2024-11-17 20:14:54.589178,Monitor Arm,Furniture,South,Customer 3978,2,88.86
2024-11-18 13:48:12.985971,Wireless Mouse,Accessories,North,Customer 1685,4,367.94
2024-11-19 07:21:31.382765,Mechanical Keyboard,Accessories,West,Customer 7868,1,109.65
2024-11-20 00:54:49.779559,Mechanical Keyboard,Accessories,West,Customer 5998,2,170.89
2024-11-20 18:28:08.176352,Mechanical Keyboard,Accessories,South,Customer 8896,2,316.6
2024-11-21 12:01:26.573146,Mechanical Keyboard,Accessories,West,Customer 3643,1,61.44
2024-11-22 05:34:44.969939,USB-C Hub,Accessories,West,Customer 1689,1,58.93
2024-11-22 23:08:03.366733,Desk Lamp,Furniture,East,Customer 2171,2,277.68
2024-11-23 16:41:21.763527,Noise Cancelling Headphones,Electronics,South,Customer 3539,5,132.19
2024-11-24 10:14:40.160320,Monitor Arm,Furniture,South,Customer 7164,1,57.08
2024-11-25 03:47:58.557114,USB-C Hub,Accessories,North,Customer 2938,2,115.41
2024-11-25 21:21:16.953907,Webcam HD,Electronics,Central,Customer 9616,4,54.26
2024-11-26 14:54:35.350701,Webcam HD,Electronics,South,Customer 1597,4,485.88
2024-11-27 08:27:53.747494,Wireless Mouse,Accessories,South,Customer 7171,5,313.37
2024-11-28 02:01:12.144288,Wireless Mouse,Accessories,South,Customer 2517,1,14.87
2024-11-28 19:34:30.541082,Wireless Mouse,Accessories,Central,Customer 2537,2,123.94
2024-11-29 13:07:48.937875,Wireless Mouse,Accessories,South,Customer 4750,2,50.45
2024-11-30 06:41:07.334669,Noise Cancelling Headphones,Electronics,South,Customer 1610,4,127.45
2024-12-01 00:14:25.731462,Desk Lamp,Furniture,Central,Customer 6774,1,141.15
2024-12-01 17:47:44.128256,Webcam HD,Electronics,East,Customer 8548,4,178.24
2024-12-02 11:21:02.525050,Laptop Stand,Furniture,North,Customer 3113,4,91.3
2024-12-03 04:54:20.921843,Monitor Arm,Furniture,West,Customer 8264,3,440.17
2024-12-03 22:27:39.318637,USB-C Hub,Accessories,North,Customer 3426,4,468.52
2024-12-04 16:00:57.715430,USB-C Hub,Accessories,East,Customer 3551,5,164.04
2024-12-05 09:34:16.112224,Noise Cancelling Headphones,Electronics,North,Customer 9676,4,184.84
2024-12-06 03:07:34.509018,Desk Lamp,Furniture,South,Customer 7971,1,124.7
2024-12-06 20:40:52.905811,Mechanical Keyboard,Accessories,East,Customer 1258,2,259.06
2024-12-07 14:14:11.302605,USB-C Hub,Accessories,North,Customer 6110,1,42.16
2024-12-08 07:47:29.699398,Webcam HD,Electronics,East,Customer 9804,4,592.84
2024-12-09 01:20:48.096192,Monitor Arm,Furniture,North,Customer 8183,3,493.96
2024-12-09 18:54:06.492985,Webcam HD,Electronics,Central,Customer 8329,5,279.96
2024-12-10 12:27:24.889779,Monitor Arm,Furniture,East,Customer 9438,2,222.23
2024-12-11 06:00:43.286573,Webcam HD,Electronics,North,Customer 4864,1,37.26
2024-12-11 23:34:01.683366,Laptop Stand,Furniture,Central,Customer 1264,5,186.17
2024-12-12 17:07:20.080160,Laptop Stand,Furniture,West,Customer 8544,3,134.22
2024-12-13 10:40:38.476953,Desk Lamp,Furniture,North,Customer 1587,4,174.07
2024-12-14 04:13:56.873747,Laptop Stand,Furniture,South,Customer 9381,5,234.86
2024-12-14 21:47:15.270541,USB-C Hub,Accessories,North,Customer 7450,4,99.01
2024-12-15 15:20:33.667334,Laptop Stand,Furniture,North,Customer 7980,3,47.76
2024-12-16 08:53:52.064128,Monitor Arm,Furniture,North,Customer 9915,3,110.03
2024-12-17 02:27:10.460921,Laptop Stand,Furniture,West,Customer 2958,2,65.34
2024-12-17 20:00:28.857715,Mechanical Keyboard,Accessories,East,Customer 7659,4,64.4
2024-12-18 13:33:47.254509,Desk Lamp,Furniture,North,Customer 1948,5,180.36
2024-12-19 07:07:05.651302,Monitor Arm,Furniture,North,Customer 5646,4,191.07
2024-12-20 00:40:24.048096,Mechanical Keyboard,Accessories,South,Customer 2138,5,648.86
2024-12-20 18:13:42.444889,USB-C Hub,Accessories,East,Customer 4674,3,352.06
2024-12-21 11:47:00.841683,Monitor Arm,Furniture,East,Customer 6661,4,254.51
2024-12-22 05:20:19.238476,USB-C Hub,Accessories,North,Customer 1423,4,62.88
2024-12-22 22:53:37.635270,Laptop Stand,Furniture,East,Customer 3946,1,36.78
2024-12-23 16:26:56.032064,Wireless Mouse,Accessories,Central,Customer 8230,4,182.13
2024-12-24 10:00:14.428857,Mechanical Keyboard,Accessories,East,Customer 3990,1,44.55
2024-12-25 03:33:32.825651,Noise Cancelling Headphones,Electronics,West,Customer 1285,5,272.77
2024-12-25 21:06:51.222444,Wireless Mouse,Accessories,East,Customer 2762,4,56.72
2024-12-26 14:40:09.619238,Monitor Arm,Furniture,East,Customer 9259,1,48.4
2024-12-27 08:13:28.016032,Laptop Stand,Furniture,North,Customer 4198,1,61.51
2024-12-28 01:46:46.412825,Noise Cancelling Headphones,Electronics,North,Customer 3479,5,408.12
2024-12-28 19:20:04.809619,USB-C Hub,Accessories,South,Customer 2492,3,451.93
2024-12-29 12:53:23.206412,Webcam HD,Electronics,East,Customer 8851,4,221.52
2024-12-30 06:26:41.603206,Webcam HD,Electronics,North,Customer 5577,1,64.55
2024-12-31 00:00:00.000000,Wireless Mouse,Accessories,West,Customer 7581,5,592.15
